Pollutant,Site,Hour,NIsize,simTr,N,RMSE,MAE,MAPE,IA
PM10,Warsaw,1,45,0.020000,60,8.20403,6.20584,23.8069,0.914857
PM10,Warsaw,1,45,0.020000,100,8.1273,6.13391,23.482,0.916897
PM10,Warsaw,1,45,0.020000,120,8.11982,6.1287,23.4518,0.916189
PM10,Warsaw,1,45,0.021000,1,9.35598,6.96864,27.1029,0.894793
PM10,Warsaw,1,45,0.021000,5,8.82752,6.73437,25.247,0.902128
PM10,Warsaw,1,45,0.021000,10,9.0158,6.75074,25.329,0.900631
PM10,Warsaw,1,45,0.021000,15,8.78819,6.58623,24.7868,0.904199
PM10,Warsaw,1,45,0.021000,20,8.18223,6.2101,23.9191,0.912935
PM10,Warsaw,1,45,0.021000,25,7.92102,6.00981,22.9091,0.920617
PM10,Warsaw,1,45,0.021000,30,8.0227,6.05959,23.0388,0.919362
PM10,Warsaw,1,45,0.021000,35,8.55908,6.47204,24.4464,0.909206
PM10,Warsaw,1,45,0.021000,40,8.84163,6.66101,24.8675,0.904355
PM10,Warsaw,1,45,0.021000,50,8.1993,6.16692,23.3925,0.916559
PM10,Warsaw,1,45,0.021000,60,8.35816,6.36325,24.1385,0.913008
PM10,Warsaw,1,45,0.021000,100,8.3108,6.2894,23.6985,0.912926
PM10,Warsaw,1,45,0.021000,120,8.38381,6.32952,23.8573,0.911234
PM10,Warsaw,1,45,0.022000,1,9.33159,6.95874,27.049,0.894875
PM10,Warsaw,1,45,0.022000,5,8.09739,5.9708,22.4914,0.915312
PM10,Warsaw,1,45,0.022000,10,8.66911,6.6238,24.9079,0.907763
PM10,Warsaw,1,45,0.022000,15,7.9773,5.8783,22.2507,0.918343
PM10,Warsaw,1,45,0.022000,20,8.10071,6.10732,22.8709,0.918986
PM10,Warsaw,1,45,0.022000,25,8.07764,6.12347,23.3716,0.916569
PM10,Warsaw,1,45,0.022000,30,8.05278,6.11092,23.076,0.916963
PM10,Warsaw,1,45,0.022000,35,8.41123,6.38071,24.2973,0.911473
PM10,Warsaw,1,45,0.022000,40,8.2166,6.22938,23.5267,0.91618
PM10,Warsaw,1,45,0.022000,50,8.153,6.13354,23.2186,0.915772
PM10,Warsaw,1,45,0.022000,60,8.43353,6.36391,23.8398,0.911008
PM10,Warsaw,1,45,0.022000,100,8.32705,6.30145,23.6879,0.913792
PM10,Warsaw,1,45,0.022000,120,8.30625,6.2904,23.8088,0.912499
PM10,Warsaw,1,45,0.023000,1,9.50002,7.17493,26.9113,0.89658
PM10,Warsaw,1,45,0.023000,5,8.59389,6.54056,24.4409,0.913571
PM10,Warsaw,1,45,0.023000,10,8.26615,6.23629,24.439,0.915844
PM10,Warsaw,1,45,0.023000,15,7.88732,5.91698,22.2707,0.921306
PM10,Warsaw,1,45,0.023000,20,7.96975,5.96669,22.7323,0.918979
PM10,Warsaw,1,45,0.023000,25,8.5722,6.45676,24.1086,0.908824
PM10,Warsaw,1,45,0.023000,30,8.56583,6.51997,24.7176,0.908088
PM10,Warsaw,1,45,0.023000,35,8.2054,6.16373,23.4645,0.914484
PM10,Warsaw,1,45,0.023000,40,7.73496,5.84224,22.3965,0.925251
PM10,Warsaw,1,45,0.023000,50,7.99743,6.09124,23.393,0.920215
PM10,Warsaw,1,45,0.023000,60,8.23603,6.25647,23.748,0.915703
PM10,Warsaw,1,45,0.023000,100,8.26162,6.2575,23.721,0.915405
PM10,Warsaw,1,45,0.023000,120,8.22289,6.26185,23.7328,0.915773
PM10,Warsaw,1,45,0.024000,1,9.49984,7.21256,27.3578,0.893067
PM10,Warsaw,1,45,0.024000,5,7.47005,5.45053,22.3133,0.924097
PM10,Warsaw,1,45,0.024000,10,8.02685,5.94144,22.7631,0.912717
PM10,Warsaw,1,45,0.024000,15,8.56021,6.47388,24.5145,0.90801
PM10,Warsaw,1,45,0.024000,20,8.31815,6.34705,23.981,0.913204
PM10,Warsaw,1,45,0.024000,25,8.53101,6.47993,24.2462,0.909532
PM10,Warsaw,1,45,0.024000,30,8.50211,6.4529,24.2457,0.910747
PM10,Warsaw,1,45,0.024000,35,8.2177,6.23061,23.4084,0.916396
PM10,Warsaw,1,45,0.024000,40,8.36002,6.29515,23.8416,0.912279
PM10,Warsaw,1,45,0.024000,50,8.30027,6.26825,23.6225,0.914174
PM10,Warsaw,1,45,0.024000,60,8.48637,6.4071,24.0107,0.911019
PM10,Warsaw,1,45,0.024000,100,8.25836,6.26322,23.7327,0.914585
PM10,Warsaw,1,45,0.024000,120,8.37407,6.37555,24.2684,0.911842
PM10,Warsaw,1,45,0.025000,1,9.85202,7.3201,27.1456,0.885579
PM10,Warsaw,1,45,0.025000,5,9.59845,7.18966,26.4684,0.887426
PM10,Warsaw,1,45,0.025000,10,9.32998,7.06886,26.9004,0.893557
PM10,Warsaw,1,45,0.025000,15,8.36059,6.35002,23.8341,0.914569
PM10,Warsaw,1,45,0.025000,20,9.09297,6.92299,25.9865,0.898104
PM10,Warsaw,1,45,0.025000,25,8.57814,6.46034,24.3108,0.908231
PM10,Warsaw,1,45,0.025000,30,8.49388,6.48393,24.8068,0.910405
PM10,Warsaw,1,45,0.025000,35,8.51495,6.45165,24.34,0.9107
PM10,Warsaw,1,45,0.025000,40,8.62372,6.55463,24.5459,0.908524
