48.3566666666667,4.7,8.5,0,68,7
48.1933333333333,2.3,4.7,0.3,68.3,8
48.03,2.3,5.1,6.5,82.5,8
47.8666666666667,4,6.6,3,94.5,8
47.7033333333333,2.7,8.6,1.4,82.3,8
47.54,2.7,9,0,81.3,7
47.3766666666667,2.7,11.9,0,84.5,0
47.2133333333333,1,9.8,0,58,0
47.05,2,11.7,0,57,0
46.8866666666667,1,12.5,0,71.3,1.3
46.7233333333333,0.7,11.8,0,76.3,2.7
46.56,1.7,16,1.4,55.5,2.3
46.3966666666667,2.7,10.3,4,83.8,6.3
46.2333333333333,2,7.2,0.2,68.3,5
46.07,5,7.9,0,43,4.7
45.9066666666667,3,6,0,76,3.3
45.7433333333333,1.7,5.6,0,79,0
45.58,1,10.8,0,44.5,7
45.4166666666667,2,12.4,0,62.5,8
45.2533333333333,2,12.9,0,77.8,3
45.09,1.7,15.9,0,59.5,1
44.9266666666667,0.7,17.4,0,64.5,4.3
44.7633333333333,1,17.8,0.7,70.5,0.7
44.6,1,12.6,0,88,0.7
44.4366666666667,2.3,7.7,0,55,4.7
44.2733333333333,3,4.1,0,54.5,5.3
44.11,0.7,6.2,0,45.8,0
43.9466666666667,1.7,10.7,0,45.5,1.3
43.7833333333333,1,12.2,0,61.8,0
43.62,1,14.5,0,66.5,0
43.4566666666667,1.7,12.2,6.9,60.8,6
43.2933333333333,2,14.6,1.1,77,8
43.13,3.3,14.3,1.6,68.3,8
42.9666666666667,4.7,10.2,5,76.5,7.7
42.8033333333333,1,10.4,7,78.5,7.7
42.64,2,16,3.4,69,7
42.4766666666667,3.3,12.3,3.4,71.3,7.7
42.3133333333333,3.3,14.8,1.4,68.8,6.3
42.15,1.7,20.3,0,75,5
41.9866666666667,3.7,20.7,21.4,64.8,6.7
41.8233333333333,2,13.1,5.6,87.8,8
41.66,1,10.8,2.7,84.3,7
41.4966666666667,1.7,11.7,0,83.8,4.7
41.3333333333333,1,16.2,0,65.5,4
41.17,1,19,0,70.8,8
41.0066666666667,1,22.3,0,59.5,4.3
40.8433333333333,1,24.5,0,63.5,3.7
40.68,1,22.4,0,65.3,4.3
40.5166666666667,1.7,18.9,0,55.8,4
40.3533333333333,2,23.3,0.1,58.8,3.7
40.19,1.3,25.2,5.5,63.5,2.3
40.0266666666667,1.3,24.4,0,71,6
39.8633333333333,1,23.7,0,63,5
39.7,2,24.8,1.8,61.8,5.7
26.1,1.3,18.8,0.7,72,7.3
21.5,1.3,16.1,0,83.8,7.3
21.9,1.7,19.3,0.4,69.3,7
16.3,2,17.7,3.7,82.8,7
18.5,2,15.3,0,94.5,7
26.5,1.3,18.1,0,84.5,8
28,2,19.7,0,60,3.7
35.4,1.7,22.7,3.7,64.3,5
24.7,1,23.8,0,76,3
40.6,0,23.7,0,60.8,4.3
33.2,1,23.1,1.6,72.5,8
18.7,1.3,22.2,10.3,67.3,6.3
22.9,1,22,0,58.8,4.7
22.1,1,20.9,0,61.5,0.7
34,1.7,24,11,49,4
33.9,1.3,22,0,69,3.7
33.1,1.7,24.8,0,57.3,4.3
30.7,1.7,26,0,58.5,6.3
19.2,2,22.9,0.1,66.3,8
25.6,1,20.9,11.6,88.5,7.7
17.9,3,18.2,6,90.5,7.3
14,1,18.3,0,69.3,4.7
20.9,2.3,20.6,11.5,52.3,5
19.7,3,17.9,0.6,91.3,8
19.8,1.3,19.8,1.2,75,5
18.2,1,18.2,0,73.8,5
20.3,1,21.3,0,58.8,6
13.9,3,19.5,10.8,84.8,6.7
15.5,5,15.6,0,65,5.7
20.6,4.7,15.6,0,60.5,5.7
22.1,1.7,15.7,1.5,72,6.7
24.2,1,17.6,2.4,88.8,7
17.1,2,17.9,0,90.5,8
27.2,1,21.5,8.7,56.3,5.3
17.4,3,19.8,3.7,85.5,7.3
19.5,2.3,17.4,4,89.5,7.7
14.3,3,15.6,5.1,72.5,7
10.5,5,14.2,6.5,93.3,8
16.8,4.3,15.2,2.4,85.3,8
12.6,4.3,17.5,0,66,7.3
23.5,1,19,2.1,59.5,5.3
16.4,1,17.5,0.9,81,8
15.9,1.3,16,0,80,6.7
17.3,2.3,15.4,1.2,71,5.3
24.3,2,16.5,3.9,87.5,6.7
25.9,1.7,20.1,0,87.8,8
33.7,1,24.6,0,71.5,7
37.4,1,27.3,0,51.8,5
42.9,1,28.9,0,47,4
32.5,1,24.9,2.7,57.8,6.7
33.7,1,23.7,0,64,6
32,1.7,23.9,3.8,61.5,6
25.2,1,23.9,0,81.5,8
24,2,22.8,2.5,75.3,8
18,1.7,20.8,0,58.8,5.3
30.2,2.7,21.1,0.2,75.5,6.3
15,3.3,18.7,0.3,74.5,8
22.2,2.3,19.9,0,57.3,5
30.9,1.3,21.7,3.8,59.8,8
19.6,0.7,20,9,75,5.3
15.7,2.7,18.8,4.6,68.3,7.7
14.9,3,17.1,3,75.8,8
12.7,2.7,13.9,1.2,79,8
22.4,2.3,15.6,0,67.3,6
31.5,1.7,18.1,0,59.5,2.3
30.3,2.7,19,0.2,71.8,7.7
13.9,1.7,16.5,0,73.5,8
17.1,1,18,0,75.3,7
24.9,1.7,21.5,0,69.8,7.7
28.4,1,22.7,0,63.3,3
28.4,1.7,22.2,0,71.5,6.7
26.2,1,20.7,4.5,91,8
26.1,2,21.9,7.7,81.5,7
31.7,1,22.4,7.3,82.8,7
21.1,1.7,22.2,5.1,86,7
31,1.7,19.5,1,84.3,5.3
24.9,2.3,20.1,0,81.8,7.3
28,1.7,21.5,0,64,6
33.3,1,24.8,5.9,59.3,3
15.4,2,20.6,0.7,82.3,5.7
22.3,1,21.2,0,87,8
21.1,1.3,18.4,0,71.5,6
22.7,1,19,2.4,78,7.7
20.8,1,21.7,18,82.3,6.7
36.6,0.7,22.1,2.7,80.8,7.7
38.7,2,24.9,1.3,67.8,5.7
32.4,3,23.9,0,73.5,4.7
21.4,1,21.6,0,83.8,7
11.7,2.3,19.9,0,72.3,5
22,2.7,16.2,0,68.5,5.3
19.6,3.3,15,0,63.3,6.7
26.3,2.3,13.2,0,65.3,5.3
25.3,2.7,13.2,0,65.5,6.7
20.2,2,14.6,1.5,75.3,7.3
10.3,2.7,16.1,0.3,74.3,8
10,1.7,15.5,0,78.8,7
19.4,2,16.2,3,77.8,7.7
16.8,2,12.3,1.9,78,8
12.6,2,12.6,21.3,79,8
24.7,1,16.5,0,86.3,7
14.4,2.3,15,0,78.3,6.3
13.7,1,14.8,6.8,82.3,7
8,1.7,13.6,7.3,94,8
8.2,3.7,14,3.3,84.8,7.3
14.5,2.7,13,0,88.5,7.3
21,1,11.6,0,89.3,7.3
19.9,3,13.9,0,77.3,6.7
30.5,1.3,12.5,0.1,76.8,2.3
28.9,3.7,12.7,0,84,8
27.5,2.3,10.9,0,87.3,7
38.8,1.7,15.4,0,71.8,3.3
34.9,1.7,16,10,92,5
18.8,4,10.7,0,72.5,4.7
27,1,8.4,0,88,3
33.2,1,11.6,0,65.5,2.3
49.3,1,12,0,88,7
59.9,0.3,14.3,0,78.5,4.3
46.2,1.3,15.2,0,76,2
44.6,2.7,14.9,0,85.3,0.3
58.1,0.3,12.8,0,93,8
38.6,2.3,14.6,1,84.5,5.7
20.8,2,16.5,12.7,90,7.7
18.8,1.3,15.8,0.1,75.8,1.3
29.7,0,14.1,0,91.3,6.7
44.7,1,14.4,0,78.3,2.3
46.6,1,13.3,5,87.5,8
23.6,1.3,11.9,0,83.8,6.3
43.5,1,10.5,0,85.5,6.7
41,1,10.5,1.4,84.3,6.3
18.4,2,10.7,3.6,87.8,7
15.5,2.7,9.7,1.6,91.5,6
18.5,2.7,11,0,82.3,7.3
36.3,1.7,7.9,0,85.3,4.7
56.1,0.7,6.9,0,80.8,4.7
58,1.3,7.5,2.1,79.5,7
19.6,3.3,8.3,2.6,95,8
9.3,2.7,5.7,0,75.3,7
18.7,1.7,7.4,0,77.3,6
39.7,1,6.3,0,71.8,4
47.5,1.7,10.7,0,64.5,0
47.8,2,12.1,0.4,75.5,2.3
28.5,3.3,12.3,1.8,89,6
8.5,1.3,6,15.5,97.5,7.7
11.9,2,3.5,0.1,83.8,5.3
15.4,2,1,0,92.8,7
15.4,1,2.9,0,91.5,5.7
15.6,3,5.8,0,80.8,7.7
29,2,8.7,0,84.3,6.7
44.7,1.7,7.1,0,90.5,6.7
38.2,1.3,8.1,0,87.5,7.7
51,1,9.4,0,88.8,7.3
61.7,0.7,9.8,0.1,95,7
46.1,1.7,10.9,0,87.8,8
47.8,1,9.7,2.1,90.8,7.3
30.7,2.7,9.4,0,84,8
24.3,2,7.6,1.1,84.5,8
16.2,3,9.2,0,80,6
19,2.3,6.6,0.5,80.3,5.3
11.2,3,8.6,1,78.3,7.7
13.8,1.3,4.8,0,85.3,7.3
24.9,3,-0.3,4,84,6
11.6,2.7,2.5,11.1,85.3,7.7
18.9,2.7,3.6,1,95,8
19.2,3,4.6,2.5,90,8
12.7,3,4.5,0,78.5,6
23.6,1.7,1.9,0.5,80.3,7.3
20.7,2.3,0.4,3,90.3,6.7
12.2,3,1,2.7,94,8
31.3,1,0.9,0,93.3,7
27,1.7,0.1,0,87.8,7.3
33.4,2,-2.2,0,76.5,7.3
31.9,2,0.3,0,90.5,7
29,2,1.4,0,92.8,7.3
25.8,2.7,-0.9,0,90.5,7
