0,0,0,2,0,0,0,0,0,0,0,0
20.5,19.6,25.1,5.0,-10.8,3.0,-4.319006484501067,6.453111037813353,-15.851720174625488,-1.3032205767173257,40.12083619803053,34.6
19.6,25.1,34.6,6.0,-4.2,3.7,-2.275813911542558,13.37740681199653,-13.134939570830582,-2.37729185014722,39.010638520523834,43.9
25.1,34.6,43.9,7.0,0.3,1.0,6.365203413416982,12.215720395488347,-9.308870998489853,-3.218430205171403,37.846377394755926,23.5
34.6,43.9,23.5,8.0,2.1,1.7,-7.716476235178423,3.093982442686583,-4.685779718407763,-3.8295180675202944,36.63779157841989,29.7
43.9,23.5,29.7,9.0,2.2,1.7,4.962637445689286,-6.641715841629548,0.19789642965577442,-4.213437862924349,35.394619829208835,31.2
23.5,29.7,31.2,10.0,2.2,2.3,9.60769976785399,-12.903743249798708,4.7425145942429205,-4.373072017113981,34.126600904815774,33.1
29.7,31.2,33.1,11.0,3.4,1.3,8.985179820618992,-12.837065817827543,8.419715390094307,-4.311379400507133,32.84355000762138,29.8
31.2,33.1,29.8,12.0,3.2,2.0,-4.020357818013749,-4.703160649821997,10.999555011351342,-4.032386842332004,31.556350298816405,33.8
33.1,29.8,33.8,13.0,3.2,2.0,-11.006289259689497,5.694025515137756,12.376499976776756,-3.5432463367431373,30.27901010451812,61.6
29.8,33.8,61.6,14.0,1.5,2.3,11.527303454193138,11.439970153119296,12.461459573933984,-2.8557604707981095,29.027027289551697,41.6
33.8,61.6,41.6,15.0,1.3,2.0,-4.574668036144,9.110983774852532,11.248488869872935,-2.003613761916475,27.81880915333501,23.9
61.6,41.6,23.9,16.0,3.0,2.7,-12.746623519816945,2.0060151855372674,9.016822448486502,-1.0497044681408951,26.67349035393407,37.4
41.6,23.9,37.4,17.0,3.7,1.7,10.85535775828235,-5.118500637567885,6.116245303666927,-0.06330797379624738,25.610205549414857,33.1
23.9,37.4,33.1,18.0,4.1,2.0,13.666325380078444,-8.997257544020815,2.8965546411296446,0.8858919277982064,24.64848559501452,14.9
37.4,33.1,14.9,19.0,6.4,2.0,-1.3811664759791673,-8.957810548637696,-0.2970957646765656,1.7259922830743863,23.81008050621904,11.7
33.1,14.9,11.7,20.0,4.4,2.3,-4.5567961573783045,-6.0885722430865545,-3.1564620365137133,2.3838303889748094,23.118000048003765,8.7
14.9,11.7,8.7,21.0,4.8,2.0,-9.449721782539868,-1.7743388317956366,-5.457436913450583,2.793326579339384,22.588170948446702,8.2
11.7,8.7,8.2,22.0,3.4,2.0,-12.664039483036158,2.7579616519565953,-7.018843292554273,2.8962992250106208,22.228621898623214,16.0
8.7,8.2,16.0,23.0,1.3,3.0,-7.0130398596004,5.996744140516149,-7.665652567355471,2.6449519865240028,22.036996299915717,32.8
8.2,16.0,32.8,24.0,1.6,1.7,10.154166524459729,5.899184447953917,-7.275795897921319,2.016900656233698,22.005544269273972,13.9
16.0,32.8,13.9,25.0,4.1,3.7,-4.743121253585229,1.3961471465497568,-5.955370028317064,1.076642179754511,22.125701955598025,12.6
32.8,13.9,12.6,26.0,6.4,5.3,-1.9092874580229953,-3.8835400419659587,-3.9287375405531124,-0.06734046724595112,22.388905507788017,9.4
13.9,12.6,9.4,27.0,3.9,4.7,-6.312192499486081,-4.331520543901065,-1.442305517923706,-1.3005725134331751,22.786591074744027,22.8
12.6,9.4,22.8,28.0,1.5,2.3,0.8757665202108276,-0.07804842254393653,1.2006662844397236,-2.5085791874727703,23.31019480536615,33.3
9.4,22.8,33.3,29.0,2.6,1.7,5.087474880409573,4.282980813536692,3.5552771755295196,-3.576885718030263,23.95115284855448,33.2
22.8,33.3,33.2,30.0,5.0,1.7,3.7345395629621123,4.029855831693706,5.125720585906331,-4.3905124192613165,24.70039643869917,21.1
33.3,33.2,21.1,31.0,4.3,3.0,-4.121596036096131,-0.920686983135876,5.44200710335648,-4.845876674470781,25.54615259034631,24.0
33.2,21.1,24.0,1.0,4.1,3.0,3.9194453761114136,-5.891585720594075,4.402974328512675,-4.903428884712374,26.47259490068236,21.9
21.1,24.0,21.9,2.0,5.0,2.0,1.3096784617455435,-4.45629302416534,2.167163452099581,-4.580520272245035,27.459971382565247,22.1
24.0,21.9,22.1,3.0,2.3,1.7,-3.7771061952955667,1.912119520753915,-0.617360035848487,-3.905373082831719,28.487719793221856,29.1
21.9,22.1,29.1,4.0,4.0,2.7,-3.433745660292664,9.08774722290259,-3.183069890253538,-2.9062095622355035,29.535277889879115,40.8
22.1,29.1,40.8,5.0,6.2,1.3,5.306095999333349,11.285512393159692,-4.7643199839572965,-1.6093718382996407,30.58208342976389,29.1
29.1,40.8,29.1,6.0,6.3,1.7,-1.8747068103961588,4.228860640767857,-4.8088305861020855,-0.05289741437271917,31.607574170103106,15.8
40.8,29.1,15.8,7.0,6.2,3.0,-7.371648341943611,-7.4801466793233695,-3.588748390921178,1.6493555440644598,32.591187868123704,23.9
29.1,15.8,23.9,8.0,4.7,1.7,5.624744895526286,-17.019354183656244,-1.5787164520071093,3.3609634590845516,33.51236228105252,34.7
15.8,23.9,34.7,9.0,2.2,1.0,12.197785282566247,-17.537694275473232,0.7447084653459308,4.944665361444556,34.3505351661165,39.8
23.9,34.7,39.8,10.0,2.9,1.0,0.47804669772362146,-4.910952958442472,2.8845616982748896,6.263200281901391,35.085144280542565,39.9
34.7,39.8,39.9,11.0,1.4,1.7,-20.02362622448117,12.745178052811807,4.303513538899713,7.179307251212058,35.69562738155759,92.4
39.8,39.9,92.4,12.0,0.9,1.0,23.89409452575144,20.33392715388602,4.454816846562365,7.555739247411687,36.161422226388495,58.1
39.9,92.4,58.1,13.0,2.0,1.7,-0.13776886815241232,11.447519716919832,3.025002130214,7.300356594243411,36.46489042677517,11.2
92.4,58.1,11.2,14.0,2.2,2.0,-28.548067567570666,-3.9871809404643535,0.6339197064158731,6.498542206578616,36.60278659504053,11.0
58.1,11.2,11.0,15.0,-1.9,3.0,-14.351170054290778,-14.639103030064692,-1.8652466695491015,5.2699402257597106,36.58557952814486,20.2
11.2,11.0,20.2,16.0,-4.9,2.0,1.862827700050725,-18.201447273830468,-3.619313242397744,3.7314972105979285,36.426435605579556,25.0
11.0,20.2,25.0,17.0,-3.1,2.0,5.402987856334199,-14.553530386417119,-3.988138396657604,2.0001597199046435,36.13852120683588,27.4
20.2,25.0,27.4,18.0,-0.5,3.0,-1.112712423555672,-4.2314155242420295,-3.1805125586598164,0.18963779505223877,35.73500271140528,28.2
25.0,27.4,28.2,19.0,3.6,2.7,-10.582316636343501,6.7578969546972925,-1.6061430723974872,-1.598483744735399,35.22904649877909,40.1
27.4,28.2,40.1,20.0,3.5,2.0,-2.369788719659246,10.773327133308722,0.32320128063339426,-3.2605586427315543,34.633818948448685,53.6
28.2,40.1,53.6,21.0,4.3,1.7,15.449609688155268,6.697395557532529,2.174515842539901,-4.684007528133087,33.96248643990539,17.4
40.1,53.6,17.4,22.0,7.8,4.3,-11.310024551564956,-2.2275246770859374,3.463489670893889,-5.7541557948835855,33.22821535264059,18.7
53.6,17.4,18.7,23.0,7.6,5.3,-5.98065084308772,-5.100701447077814,3.703081629483825,-6.365901405463926,32.44417206614564,30.2
17.4,18.7,30.2,24.0,8.1,2.0,3.812436707372389,-1.4382435956472586,2.6774267722329954,-6.475142843870002,31.623522959911877,26.4
18.7,30.2,26.4,25.0,6.8,2.3,-2.4693658127770846,3.1163471659007578,1.1185465819046687,-6.1446518320290915,30.77912389700075,27.3
30.2,26.4,27.3,26.0,6.2,3.3,3.4018975251197094,-0.3559112681585975,-0.2080922483107786,-5.460675107043606,29.922781098393273,14.1
26.4,27.3,14.1,27.0,8.2,3.0,-5.976234361609792,-3.1385635304292285,-1.3420434870155722,-4.510178808421191,29.067020187475784,18.8
27.3,14.1,18.8,28.0,4.3,4.0,-4.0637399444687805,0.48262163856133206,-2.4631037437314807,-3.38137805874217,28.2256001083811,38.1
14.1,18.8,38.1,29.0,4.1,3.0,11.717088005750485,4.640203348765216,-3.505857889273541,-2.1639734947609632,27.412540029518805,11.4
18.8,38.1,11.4,1.0,5.4,3.7,-13.419336003844029,3.4526230008171823,-4.323829582543603,-0.951316533727923,26.64185911929837,9.0
38.1,11.4,9.0,2.0,6.0,4.0,-12.122173512855735,-0.2637572347957345,-4.711543278426171,0.16989747994827276,25.927576546129366,17.4
11.4,9.0,17.4,3.0,5.1,3.7,0.3298335818722074,-4.879408649561545,-4.473016984333341,1.1388805736013734,25.283711478421306,18.7
9.0,17.4,18.7,4.0,2.8,2.3,4.0733225407666245,-8.580181692238252,-3.455320600953961,1.9378966678418925,24.724283084583696,26.7
17.4,18.7,26.7,5.0,0.3,1.0,10.66019139828424,-9.251794324190872,-1.5300987098517616,2.5583911027322763,24.263310533026115,13.5
18.7,26.7,13.5,6.0,1.5,3.7,-9.030444718769342,-5.599382895397355,1.2235099373447456,2.991504684663898,23.91481299215805,25.0
26.7,13.5,25.0,7.0,3.6,2.3,-6.653786820810631,0.6065282749871389,4.126106386945965,3.22889656514225,23.692255593735275,35.0
13.5,25.0,35.0,8.0,6.2,1.0,-4.70297243560032,6.479577043196073,6.352066027217971,3.2661032701280903,23.605226095058185,48.4
