35.0,15.1,22.0,13.0,9.9,2.3,31.3
15.1,22.0,31.3,14.0,12.4,1.0,30.4
22.0,31.3,30.4,15.0,12.5,2.3,20.3
31.3,30.4,20.3,16.0,11.2,1.7,13.8
30.4,20.3,13.8,17.0,8.9,2.3,21.8
20.3,13.8,21.8,18.0,6.1,3.0,18.4
13.8,21.8,18.4,19.0,5.6,1.7,15.0
21.8,18.4,15.0,20.0,8.3,1.3,17.5
18.4,15.0,17.5,21.0,10.4,1.7,18.3
15.0,17.5,18.3,22.0,10.1,2.7,26.2
17.5,18.3,26.2,23.0,10.1,1.7,41.3
18.3,26.2,41.3,24.0,10.9,1.0,45.5
26.2,41.3,45.5,25.0,12.5,1.3,49.6
41.3,45.5,49.6,26.0,13.4,0.3,44.3
45.5,49.6,44.3,27.0,15.0,1.0,42.4
49.6,44.3,42.4,28.0,14.6,1.3,24.9
44.3,42.4,24.9,29.0,12.4,1.7,16.1
42.4,24.9,16.1,30.0,14.6,1.3,18.0
24.9,16.1,18.0,1.0,14.0,1.3,10.4
16.1,18.0,10.4,2.0,12.2,2.0,9.1
18.0,10.4,9.1,3.0,12.0,1.7,18.3
10.4,9.1,18.3,4.0,13.6,1.3,19.3
9.1,18.3,19.3,5.0,14.5,1.0,11.5
18.3,19.3,11.5,6.0,13.7,2.7,26.5
19.3,11.5,26.5,7.0,10.8,1.7,15.1
11.5,26.5,15.1,8.0,14.9,1.3,25.3
26.5,15.1,25.3,9.0,11.8,1.0,25.8
15.1,25.3,25.8,10.0,13.5,1.3,20.4
25.3,25.8,20.4,11.0,15.6,1.0,28.3
25.8,20.4,28.3,12.0,17.7,1.0,19.9
20.4,28.3,19.9,13.0,14.4,1.0,25.1
28.3,19.9,25.1,14.0,11.4,1.0,33.0
19.9,25.1,33.0,15.0,13.7,1.3,47.1
25.1,33.0,47.1,16.0,17.7,1.0,25.3
33.0,47.1,25.3,17.0,19.8,1.3,22.5
47.1,25.3,22.5,18.0,17.2,2.0,9.0
25.3,22.5,9.0,19.0,10.2,2.0,15.7
22.5,9.0,15.7,20.0,12.4,2.3,11.7
9.0,15.7,11.7,21.0,11.7,1.7,9.2
15.7,11.7,9.2,22.0,14.0,1.0,11.6
11.7,9.2,11.6,23.0,13.2,1.3,11.5
9.2,11.6,11.5,24.0,12.4,1.7,14.7
11.6,11.5,14.7,25.0,13.1,1.0,24.3
11.5,14.7,24.3,26.0,14.9,1.0,27.1
14.7,24.3,27.1,27.0,17.2,2.0,19.4
24.3,27.1,19.4,28.0,13.2,1.7,18.9
27.1,19.4,18.9,29.0,15.6,1.3,21.1
19.4,18.9,21.1,30.0,18.7,1.7,27.9
18.9,21.1,27.9,31.0,17.3,1.7,22.9
21.1,27.9,22.9,1.0,19.3,1.3,17.7
27.9,22.9,17.7,2.0,20.0,1.3,25.5
22.9,17.7,25.5,3.0,21.2,1.3,21.6
17.7,25.5,21.6,4.0,18.8,2.3,16.7
25.5,21.6,16.7,5.0,17.3,2.0,20.6
21.6,16.7,20.6,6.0,19.7,2.0,26.7
16.7,20.6,26.7,7.0,20.4,1.7,30.4
20.6,26.7,30.4,8.0,21.5,1.7,33.7
26.7,30.4,33.7,9.0,21.5,1.7,38.8
30.4,33.7,38.8,10.0,22.5,3.3,27.9
33.7,38.8,27.9,11.0,20.4,2.7,21.0
38.8,27.9,21.0,12.0,17.4,2.3,35.8
27.9,21.0,35.8,13.0,17.6,1.7,13.1
21.0,35.8,13.1,14.0,16.6,2.7,16.4
35.8,13.1,16.4,15.0,15.7,1.7,20.2
13.1,16.4,20.2,16.0,17.4,2.3,23.6
16.4,20.2,23.6,17.0,16.8,2.0,30.8
20.2,23.6,30.8,18.0,18.3,1.0,29.4
23.6,30.8,29.4,19.0,20.8,1.0,28.1
30.8,29.4,28.1,20.0,21.3,2.7,19.8
29.4,28.1,19.8,21.0,19.4,1.0,19.8
28.1,19.8,19.8,22.0,18.8,1.0,28.6
19.8,19.8,28.6,23.0,21.6,2.0,22.0
19.8,28.6,22.0,24.0,19.6,3.0,25.8
28.6,22.0,25.8,25.0,16.9,2.0,37.8
22.0,25.8,37.8,26.0,22.3,3.0,27.6
25.8,37.8,27.6,27.0,19.2,1.0,19.5
37.8,27.6,19.5,28.0,17.5,2.3,18.5
27.6,19.5,18.5,29.0,20.2,3.0,25.8
19.5,18.5,25.8,30.0,21.3,2.3,22.5
18.5,25.8,22.5,1.0,19.8,2.0,22.4
25.8,22.5,22.4,2.0,19.2,1.3,23.3
22.5,22.4,23.3,3.0,21.4,1.7,25.4
22.4,23.3,25.4,4.0,20.7,1.3,15.5
23.3,25.4,15.5,5.0,18.5,2.7,19.7
25.4,15.5,19.7,6.0,20.7,1.7,23.6
15.5,19.7,23.6,7.0,21.2,1.7,19.6
19.7,23.6,19.6,8.0,19.8,2.7,18.5
23.6,19.6,18.5,9.0,17.7,2.0,20.8
19.6,18.5,20.8,10.0,17.5,2.0,24.8
18.5,20.8,24.8,11.0,20.1,1.7,28.6
20.8,24.8,28.6,12.0,22.2,1.3,17.9
24.8,28.6,17.9,13.0,20.4,1.7,15.6
28.6,17.9,15.6,14.0,18.7,2.0,19.9
17.9,15.6,19.9,15.0,17.7,2.0,26.7
15.6,19.9,26.7,16.0,19.4,1.3,19.5
19.9,26.7,19.5,17.0,18.6,2.0,26.7
26.7,19.5,26.7,18.0,18.3,0.7,23.3
19.5,26.7,23.3,19.0,18.4,1.0,15.0
26.7,23.3,15.0,20.0,19.3,3.3,17.6
23.3,15.0,17.6,21.0,17.1,1.3,21.9
15.0,17.6,21.9,22.0,16.4,1.0,18.9
17.6,21.9,18.9,23.0,18.3,2.0,26.0
21.9,18.9,26.0,24.0,20.9,1.7,29.4
18.9,26.0,29.4,25.0,24.0,3.0,18.4
26.0,29.4,18.4,26.0,22.7,2.0,17.6
29.4,18.4,17.6,27.0,22.9,0.7,22.2
18.4,17.6,22.2,28.0,22.2,1.3,26.4
17.6,22.2,26.4,29.0,20.1,1.0,19.2
22.2,26.4,19.2,30.0,20.1,1.0,26.0
26.4,19.2,26.0,31.0,20.2,1.0,30.0
19.2,26.0,30.0,1.0,20.7,2.0,45.5
26.0,30.0,45.5,2.0,22.5,1.0,18.6
30.0,45.5,18.6,3.0,21.5,1.0,17.3
45.5,18.6,17.3,4.0,22.8,1.7,21.0
18.6,17.3,21.0,5.0,18.4,5.0,14.1
17.3,21.0,14.1,6.0,17.6,3.3,17.5
21.0,14.1,17.5,7.0,19.7,1.3,23.5
14.1,17.5,23.5,8.0,21.9,2.7,15.9
17.5,23.5,15.9,9.0,19.9,1.0,17.1
23.5,15.9,17.1,10.0,19.7,1.7,27.7
15.9,17.1,27.7,11.0,19.8,1.0,27.0
17.1,27.7,27.0,12.0,22.3,1.7,24.8
27.7,27.0,24.8,13.0,22.4,1.3,27.7
27.0,24.8,27.7,14.0,21.5,1.7,29.3
24.8,27.7,29.3,15.0,20.2,1.7,14.6
27.7,29.3,14.6,16.0,21.7,1.0,6.7
29.3,14.6,6.7,17.0,17.5,2.0,17.7
14.6,6.7,17.7,18.0,18.1,1.0,25.2
6.7,17.7,25.2,19.0,21.0,1.3,29.4
17.7,25.2,29.4,20.0,21.5,1.0,25.6
25.2,29.4,25.6,21.0,18.8,1.3,30.1
29.4,25.6,30.1,22.0,20.2,0.7,27.3
25.6,30.1,27.3,23.0,19.4,1.3,18.0
30.1,27.3,18.0,24.0,15.7,0.7,19.8
27.3,18.0,19.8,25.0,16.1,2.0,27.2
18.0,19.8,27.2,26.0,18.2,2.0,34.2
19.8,27.2,34.2,27.0,18.1,2.0,32.3
27.2,34.2,32.3,28.0,19.8,2.3,16.3
34.2,32.3,16.3,29.0,16.4,2.7,16.22
32.3,16.3,16.22,30.0,14.1,1.3,16.14
16.3,16.22,16.14,31.0,14.7,2.0,16.06
16.22,16.14,16.06,1.0,15.3,1.3,15.98
16.14,16.06,15.98,2.0,18.5,1.7,15.9
16.06,15.98,15.9,3.0,20.9,1.0,15.82
15.98,15.9,15.82,4.0,20.8,1.7,15.74
15.9,15.82,15.74,5.0,19.0,0.0,15.66
15.82,15.74,15.66,6.0,22.4,1.0,15.58
15.74,15.66,15.58,7.0,23.8,2.3,15.5
15.66,15.58,15.5,8.0,18.7,1.0,25.4
15.58,15.5,25.4,9.0,16.5,1.3,29.4
15.5,25.4,29.4,10.0,18.1,1.0,46.8
25.4,29.4,46.8,11.0,15.9,0.3,14.4
29.4,46.8,14.4,12.0,12.1,1.7,11.5
46.8,14.4,11.5,13.0,7.6,1.7,19.2
14.4,11.5,19.2,14.0,8.7,1.0,16.8
11.5,19.2,16.8,15.0,8.7,2.0,19.4
19.2,16.8,19.4,16.0,8.1,2.3,13.2
16.8,19.4,13.2,17.0,8.7,1.0,17.4
19.4,13.2,17.4,18.0,9.1,0.7,16.3
13.2,17.4,16.3,19.0,8.9,1.0,16.2
17.4,16.3,16.2,20.0,9.3,2.3,13.4
16.3,16.2,13.4,21.0,9.9,1.3,17.8
16.2,13.4,17.8,22.0,9.5,1.0,13.6
13.4,17.8,13.6,23.0,10.3,1.0,22.0
17.8,13.6,22.0,24.0,10.2,1.3,31.4
13.6,22.0,31.4,25.0,10.6,1.7,46.6
22.0,31.4,46.6,26.0,10.0,1.0,52.4
31.4,46.6,52.4,27.0,10.1,1.0,29.2
46.6,52.4,29.2,28.0,12.1,2.3,38.3
52.4,29.2,38.3,29.0,10.2,3.3,36.2
29.2,38.3,36.2,30.0,10.9,2.3,16.7
38.3,36.2,16.7,1.0,12.9,2.3,15.1
36.2,16.7,15.1,2.0,12.8,2.7,29.6
16.7,15.1,29.6,3.0,11.1,0.7,41.2
15.1,29.6,41.2,4.0,9.8,0.7,28.1
29.6,41.2,28.1,5.0,7.8,1.0,36.7
41.2,28.1,36.7,6.0,9.4,0.7,34.8
28.1,36.7,34.8,7.0,11.0,0.7,31.0
36.7,34.8,31.0,8.0,11.9,1.0,52.3
34.8,31.0,52.3,9.0,12.5,0.7,47.2
31.0,52.3,47.2,10.0,11.2,1.7,42.5
52.3,47.2,42.5,11.0,12.7,1.7,44.8
47.2,42.5,44.8,12.0,13.0,2.0,52.9
42.5,44.8,52.9,13.0,12.2,1.3,51.0
44.8,52.9,51.0,14.0,12.9,2.0,35.6
