Pollutant,Site,Hour,NIsize,simTr,N,RMSE,MAE,MAPE,IA
PM10,Warsaw,1,50,0.017000,100,7.70793,5.58707,23.4279,0.924238
PM10,Warsaw,1,50,0.018000,1,8.97449,6.28664,26.6265,0.906764
PM10,Warsaw,1,50,0.018000,5,8.24976,5.7813,24.3276,0.911763
PM10,Warsaw,1,50,0.018000,10,7.75854,5.57906,23.5308,0.92082
PM10,Warsaw,1,50,0.018000,15,8.0123,5.6017,23.7295,0.919143
PM10,Warsaw,1,50,0.018000,20,7.7847,5.66801,24.0375,0.923764
PM10,Warsaw,1,50,0.018000,25,7.93977,5.76041,24.1349,0.918691
PM10,Warsaw,1,50,0.018000,30,7.66949,5.5287,23.3697,0.926155
PM10,Warsaw,1,50,0.018000,35,7.63171,5.50276,23.3011,0.928457
PM10,Warsaw,1,50,0.018000,40,7.67222,5.49297,23.0648,0.925389
PM10,Warsaw,1,50,0.018000,50,7.79951,5.59809,23.5167,0.922228
PM10,Warsaw,1,50,0.018000,60,7.66465,5.51726,23.137,0.924395
PM10,Warsaw,1,50,0.018000,100,7.6605,5.52652,23.3993,0.925118
PM10,Warsaw,1,50,0.019000,1,8.98299,6.34367,27.1198,0.906331
PM10,Warsaw,1,50,0.019000,5,7.93344,5.63702,24.0081,0.921813
PM10,Warsaw,1,50,0.019000,10,7.62015,5.33769,22.4889,0.925406
PM10,Warsaw,1,50,0.019000,15,7.65519,5.53752,23.471,0.927973
PM10,Warsaw,1,50,0.019000,20,7.77062,5.62709,23.568,0.923943
PM10,Warsaw,1,50,0.019000,25,7.70255,5.58467,23.5516,0.925548
PM10,Warsaw,1,50,0.019000,30,7.70866,5.5305,23.5654,0.924058
PM10,Warsaw,1,50,0.019000,35,7.66352,5.48935,23.1994,0.925143
PM10,Warsaw,1,50,0.019000,40,7.62883,5.50135,23.2384,0.926714
PM10,Warsaw,1,50,0.019000,50,7.68516,5.52711,23.0412,0.924512
PM10,Warsaw,1,50,0.019000,60,7.63004,5.5104,23.2688,0.925504
PM10,Warsaw,1,50,0.019000,100,7.62235,5.49861,23.4153,0.926035
PM10,Warsaw,1,50,0.020000,1,9.12396,6.48725,27.4987,0.904163
PM10,Warsaw,1,50,0.020000,5,7.76591,5.67106,24.2864,0.922995
PM10,Warsaw,1,50,0.020000,10,7.79205,5.66668,24.32,0.924791
PM10,Warsaw,1,50,0.020000,15,7.68416,5.51703,23.3949,0.925219
PM10,Warsaw,1,50,0.020000,20,7.64434,5.48453,22.9255,0.9255
PM10,Warsaw,1,50,0.020000,25,7.78597,5.56369,23.1192,0.923109
PM10,Warsaw,1,50,0.020000,30,7.87424,5.67442,23.7908,0.920591
PM10,Warsaw,1,50,0.020000,35,7.6178,5.5811,23.5072,0.92813
PM10,Warsaw,1,50,0.020000,40,7.53407,5.43142,23.2826,0.929064
PM10,Warsaw,1,50,0.020000,50,7.54384,5.48355,23.4277,0.929883
PM10,Warsaw,1,50,0.020000,60,7.69874,5.54706,23.4098,0.924578
PM10,Warsaw,1,50,0.020000,100,7.60856,5.46446,23.0775,0.927072
PM10,Warsaw,1,50,0.021000,1,9.2067,6.44611,27.4108,0.902999
PM10,Warsaw,1,50,0.021000,5,7.79788,5.64952,23.5701,0.923584
PM10,Warsaw,1,50,0.021000,10,7.53208,5.43528,23.1621,0.928348
PM10,Warsaw,1,50,0.021000,15,7.69812,5.63515,23.9465,0.924936
PM10,Warsaw,1,50,0.021000,20,7.74503,5.57026,23.3399,0.922201
PM10,Warsaw,1,50,0.021000,25,7.67235,5.61253,23.8278,0.927654
PM10,Warsaw,1,50,0.021000,30,7.64485,5.53718,23.6257,0.926817
PM10,Warsaw,1,50,0.021000,35,7.8086,5.59674,23.7282,0.923221
PM10,Warsaw,1,50,0.021000,40,7.75209,5.53518,23.5665,0.927336
PM10,Warsaw,1,50,0.021000,50,7.50614,5.43726,23.2001,0.930134
PM10,Warsaw,1,50,0.021000,60,7.64456,5.48687,23.3305,0.927364
PM10,Warsaw,1,50,0.021000,100,7.54652,5.45878,23.0403,0.928284
PM10,Warsaw,1,50,0.022000,1,9.42344,6.64081,27.9505,0.888471
PM10,Warsaw,1,50,0.022000,5,7.81118,5.71156,23.9601,0.923969
PM10,Warsaw,1,50,0.022000,10,7.89903,5.68464,24.1298,0.923371
PM10,Warsaw,1,50,0.022000,15,7.69527,5.58387,23.3566,0.92652
PM10,Warsaw,1,50,0.022000,20,7.56403,5.42492,23.3048,0.929112
PM10,Warsaw,1,50,0.022000,25,7.72738,5.4859,22.9657,0.926939
PM10,Warsaw,1,50,0.022000,30,7.54213,5.51115,23.4292,0.927654
PM10,Warsaw,1,50,0.022000,35,7.59327,5.48582,23.3819,0.927598
PM10,Warsaw,1,50,0.022000,40,7.6601,5.50767,23.4732,0.927943
PM10,Warsaw,1,50,0.022000,50,7.58518,5.37735,22.7798,0.929267
PM10,Warsaw,1,50,0.022000,60,7.71495,5.51937,23.2716,0.925534
PM10,Warsaw,1,50,0.022000,100,7.56102,5.44459,23.147,0.929057
PM10,Warsaw,1,50,0.023000,1,9.62523,6.7465,28.2641,0.885917
PM10,Warsaw,1,50,0.023000,5,7.44043,5.4619,22.7991,0.932688
PM10,Warsaw,1,50,0.023000,10,7.77286,5.53317,23.6714,0.926726
PM10,Warsaw,1,50,0.023000,15,7.39223,5.31953,22.45,0.932416
PM10,Warsaw,1,50,0.023000,20,7.47374,5.37631,22.59,0.931183
PM10,Warsaw,1,50,0.023000,25,7.67285,5.5111,23.274,0.927639
PM10,Warsaw,1,50,0.023000,30,7.59089,5.39253,22.8467,0.929958
PM10,Warsaw,1,50,0.023000,35,7.57298,5.40036,23.075,0.92912
PM10,Warsaw,1,50,0.023000,40,7.51567,5.42525,22.9407,0.928325
PM10,Warsaw,1,50,0.023000,50,7.65878,5.46342,23.1709,0.927293
PM10,Warsaw,1,50,0.023000,60,7.57003,5.43718,22.9022,0.929219
PM10,Warsaw,1,50,0.023000,100,7.56037,5.41041,22.9061,0.929652
PM10,Warsaw,1,50,0.024000,1,9.05221,6.23821,26.0433,0.895191
PM10,Warsaw,1,50,0.024000,5,7.51126,5.32458,22.7669,0.930598
PM10,Warsaw,1,50,0.024000,10,7.70087,5.4119,22.652,0.926503
PM10,Warsaw,1,50,0.024000,15,7.69503,5.46708,22.9593,0.92597
PM10,Warsaw,1,50,0.024000,20,7.66981,5.49178,23.0684,0.926126
PM10,Warsaw,1,50,0.024000,25,7.62195,5.50523,23.2739,0.929476
PM10,Warsaw,1,50,0.024000,30,7.68597,5.46479,23.0257,0.928719
PM10,Warsaw,1,50,0.024000,35,7.59398,5.40403,22.8167,0.926907
PM10,Warsaw,1,50,0.024000,40,7.60276,5.42701,22.9321,0.927733
PM10,Warsaw,1,50,0.024000,50,7.81619,5.52668,23.2761,0.925589
PM10,Warsaw,1,50,0.024000,60,7.66127,5.48887,23.2815,0.927614
PM10,Warsaw,1,50,0.024000,100,7.59335,5.38705,22.9096,0.929251
PM10,Warsaw,1,50,0.025000,1,9.13683,6.3016,26.3254,0.893275
PM10,Warsaw,1,50,0.025000,5,7.44978,5.43885,23.4611,0.927299
PM10,Warsaw,1,50,0.025000,10,7.83025,5.4448,22.973,0.925609
PM10,Warsaw,1,50,0.025000,15,7.43359,5.3678,22.4077,0.931679
PM10,Warsaw,1,50,0.025000,20,7.52158,5.28498,22.1372,0.932379
PM10,Warsaw,1,50,0.025000,25,7.51839,5.26979,22.1035,0.932827
PM10,Warsaw,1,50,0.025000,30,7.85453,5.56454,23.3238,0.925542
PM10,Warsaw,1,50,0.025000,35,7.62884,5.44864,22.8171,0.928236
PM10,Warsaw,1,50,0.025000,40,7.52399,5.35591,22.3001,0.931438
PM10,Warsaw,1,50,0.025000,50,7.46311,5.30208,22.2048,0.931991
PM10,Warsaw,1,50,0.025000,60,7.54714,5.3694,22.6069,0.930698
PM10,Warsaw,1,50,0.025000,100,7.53008,5.34109,22.3692,0.93128
PM10,Warsaw,1,55,0.010000,1,9.57068,6.62761,26.5282,0.882174
PM10,Warsaw,1,55,0.010000,5,7.42166,5.43838,23.1938,0.931309
