Pollutant,Site,Hour,N,RealValue,PredValue
PM10,Warsaw,1,25,63.6,43.704
PM10,Warsaw,1,25,46.2,44.406
PM10,Warsaw,1,25,54.6,56.428
PM10,Warsaw,1,25,19.6,38.568
PM10,Warsaw,1,25,34.6,47.684
PM10,Warsaw,1,25,31.2,23.7391
PM10,Warsaw,1,25,33.1,21.5363
PM10,Warsaw,1,25,8.2,16.1673
PM10,Warsaw,1,25,32.8,21.9405
PM10,Warsaw,1,25,13.9,24.0248
PM10,Warsaw,1,25,22.8,18.1615
PM10,Warsaw,1,25,29.1,28.9919
PM10,Warsaw,1,25,30.2,18.8751
PM10,Warsaw,1,25,18.8,16.2191
PM10,Warsaw,1,25,9,17.3368
PM10,Warsaw,1,25,17.4,16.1808
PM10,Warsaw,1,25,25,22.9601
PM10,Warsaw,1,25,20.8,21.2677
PM10,Warsaw,1,25,19.4,22.4055
PM10,Warsaw,1,25,14.6,20.6012
PM10,Warsaw,1,25,23.4,22.4175
PM10,Warsaw,1,25,14,22.7155
PM10,Warsaw,1,25,34.4,22.9975
PM10,Warsaw,1,25,34.2,25.9952
PM10,Warsaw,1,25,35,29.1967
PM10,Warsaw,1,25,15.1,28.662
PM10,Warsaw,1,25,31.3,15.545
PM10,Warsaw,1,25,13.8,19.1577
PM10,Warsaw,1,25,26.2,15.591
PM10,Warsaw,1,25,45.5,31.109
PM10,Warsaw,1,25,49.6,43.9514
PM10,Warsaw,1,25,24.9,37.1686
PM10,Warsaw,1,25,16.1,20.506
PM10,Warsaw,1,25,18,25.2981
PM10,Warsaw,1,25,25.1,27.7815
PM10,Warsaw,1,25,22.5,21.615
PM10,Warsaw,1,25,9,22.7366
PM10,Warsaw,1,25,9.2,18.0377
PM10,Warsaw,1,25,11.5,26.5149
PM10,Warsaw,1,25,19.4,23.7426
PM10,Warsaw,1,25,21.1,24.7674
PM10,Warsaw,1,25,17.7,24.0403
PM10,Warsaw,1,25,16.7,23.1705
PM10,Warsaw,1,25,20.6,20.5057
PM10,Warsaw,1,25,30.4,23.4609
PM10,Warsaw,1,25,38.8,23.4567
PM10,Warsaw,1,25,27.9,25.1143
PM10,Warsaw,1,25,21,23.0527
PM10,Warsaw,1,25,35.8,21.1997
PM10,Warsaw,1,25,23.6,21.1537
PM10,Warsaw,1,25,28.6,21.7776
PM10,Warsaw,1,25,19.5,23.7062
PM10,Warsaw,1,25,25.8,23.4289
PM10,Warsaw,1,25,22.4,23.7423
PM10,Warsaw,1,25,23.6,22.9525
PM10,Warsaw,1,25,19.6,22.4251
PM10,Warsaw,1,25,17.9,23.4027
PM10,Warsaw,1,25,19.9,21.0602
PM10,Warsaw,1,25,17.6,22.7241
PM10,Warsaw,1,25,18.9,23.4104
PM10,Warsaw,1,25,26,21.2923
PM10,Warsaw,1,25,18.4,24.3628
PM10,Warsaw,1,25,19.2,23.4316
PM10,Warsaw,1,25,29.3,22.5247
PM10,Warsaw,1,25,14.6,23.2044
PM10,Warsaw,1,25,25.6,22.5247
PM10,Warsaw,1,25,30.1,24.491
PM10,Warsaw,1,25,27.3,23.2044
PM10,Warsaw,1,25,34.2,22.4225
PM10,Warsaw,1,25,16.3,24.1104
PM10,Warsaw,1,25,16.14,27.4698
PM10,Warsaw,1,25,16.06,24.5687
PM10,Warsaw,1,25,15.9,21.1396
PM10,Warsaw,1,25,15.66,21.5362
PM10,Warsaw,1,25,29.4,26.3384
PM10,Warsaw,1,25,46.8,22.408
PM10,Warsaw,1,25,17.4,15.9075
PM10,Warsaw,1,25,36.7,21.8768
PM10,Warsaw,1,25,31,28.709
PM10,Warsaw,1,25,52.3,20.696
PM10,Warsaw,1,25,32.4,27.2996
PM10,Warsaw,1,25,48.2,20.3363
PM10,Warsaw,1,25,78.5,41.9708
PM10,Warsaw,1,25,27.6,18.942
PM10,Warsaw,1,25,43.4,30.6565
PM10,Warsaw,1,25,39.5,39.5136
PM10,Warsaw,1,25,40.2,25.4467
PM10,Warsaw,1,25,35,17.588
PM10,Warsaw,1,25,13.9,29.6677
PM10,Warsaw,1,25,82.2,52.1777
PM10,Warsaw,1,25,15,15.256
PM10,Warsaw,1,25,9.3,22.7643
PM10,Warsaw,1,25,16.1,17.5028
PM10,Warsaw,1,25,10.7,22.8675
PM10,Warsaw,1,25,26.1,18.2966
PM10,Warsaw,1,25,27.1,21.4086
PM10,Warsaw,1,25,21.5,17.9807
PM10,Warsaw,1,25,22.2,16.8275
PM10,Warsaw,1,25,28.3,25.7129
PM10,Warsaw,1,25,48.5,21.9968
PM10,Warsaw,1,25,52,26.914
PM10,Warsaw,1,25,21.1,23.1735
PM10,Warsaw,1,25,16.8,18.1295
PM10,Warsaw,1,25,14.8,22.9607
PM10,Warsaw,1,25,120.5,104.476
PM10,Warsaw,1,50,14.7,25.805
PM10,Warsaw,1,50,40.1,27.11
PM10,Warsaw,1,50,70.5,72.054
PM10,Warsaw,1,50,40.4,104.88
PM10,Warsaw,1,50,31.6,42.1494
PM10,Warsaw,1,50,34.9,42.8382
PM10,Warsaw,1,50,182.8,112.05
PM10,Warsaw,1,50,110.5,164.558
PM10,Warsaw,1,50,146.6,98.8614
PM10,Warsaw,1,50,26.5,25.325
PM10,Warsaw,1,50,84.1,24.119
PM10,Warsaw,1,50,25.2,25.775
PM10,Warsaw,1,50,64.3,23.0061
PM10,Warsaw,1,50,59.1,50.3583
PM10,Warsaw,1,50,42,32.702
PM10,Warsaw,1,50,16.9,21.0487
PM10,Warsaw,1,50,22.5,63.582
PM10,Warsaw,1,50,20.4,30.004
PM10,Warsaw,1,50,25.5,27.286
PM10,Warsaw,1,50,42.7,48.564
PM10,Warsaw,1,50,55.6,32.034
PM10,Warsaw,1,50,34.7,50.409
PM10,Warsaw,1,50,22.6,36.652
PM10,Warsaw,1,50,30.9,39.5987
PM10,Warsaw,1,50,39.3,33.2667
PM10,Warsaw,1,50,42.4,41.691
PM10,Warsaw,1,50,24,25.843
PM10,Warsaw,1,50,55.2,62.7685
PM10,Warsaw,1,50,60.5,40.2747
PM10,Warsaw,1,50,21,17.4656
PM10,Warsaw,1,50,24.2,18.2747
PM10,Warsaw,1,50,45.5,31.6142
PM10,Warsaw,1,50,21.2,37.378
PM10,Warsaw,1,50,19,21.1481
PM10,Warsaw,1,50,30.9,19.0617
PM10,Warsaw,1,50,31.8,25.9715
PM10,Warsaw,1,50,39,39.9207
PM10,Warsaw,1,50,41,36.5802
PM10,Warsaw,1,50,18.8,30.9069
PM10,Warsaw,1,50,31.7,41.9144
PM10,Warsaw,1,50,47.7,32.2891
PM10,Warsaw,1,50,27.9,32.4917
PM10,Warsaw,1,50,24.3,29.9932
PM10,Warsaw,1,50,29.7,25.4509
PM10,Warsaw,1,50,25.7,31.5809
PM10,Warsaw,1,50,11.6,30.6639
PM10,Warsaw,1,50,23.4,18.1669
PM10,Warsaw,1,50,15.3,20.0176
PM10,Warsaw,1,50,24.1,19.2316
PM10,Warsaw,1,50,27.1,23.491
PM10,Warsaw,1,50,44.9,28.1264
PM10,Warsaw,1,50,35.6,23.0769
PM10,Warsaw,1,50,22.3,23.3731
PM10,Warsaw,1,50,26.9,23.4012
PM10,Warsaw,1,50,19.7,22.7319
PM10,Warsaw,1,50,19,22.6967
PM10,Warsaw,1,50,32,27.269
PM10,Warsaw,1,50,35.4,33.7897
PM10,Warsaw,1,50,25.7,33.8347
PM10,Warsaw,1,50,19.1,26.3741
PM10,Warsaw,1,50,13.7,23.0871
PM10,Warsaw,1,50,17.9,27.2555
PM10,Warsaw,1,50,43.4,27.9702
PM10,Warsaw,1,50,34,32.8878
PM10,Warsaw,1,50,22,22.6128
PM10,Warsaw,1,50,17.6,23.3941
PM10,Warsaw,1,50,26.1,23.2574
PM10,Warsaw,1,50,30.1,23.8418
PM10,Warsaw,1,50,24.6,23.6634
PM10,Warsaw,1,50,18.3,28.4044
PM10,Warsaw,1,50,21.1,25.0336
PM10,Warsaw,1,50,31,26.9889
PM10,Warsaw,1,50,21.5,22.8793
PM10,Warsaw,1,50,28.1,29.9153
PM10,Warsaw,1,50,27,23.5649
PM10,Warsaw,1,50,25.8,28.5499
PM10,Warsaw,1,50,27.1,24.5938
PM10,Warsaw,1,50,40.9,29.5764
PM10,Warsaw,1,50,39.3,27.8703
PM10,Warsaw,1,50,60.5,27.7966
PM10,Warsaw,1,50,39.7,37.745
PM10,Warsaw,1,50,55.6,32.0323
PM10,Warsaw,1,50,67.9,34.3239
PM10,Warsaw,1,50,48.4,40.2531
PM10,Warsaw,1,50,23.6,37.2039
PM10,Warsaw,1,50,24,27.0619
PM10,Warsaw,1,50,25.5,26.6885
PM10,Warsaw,1,50,18.8,31.427
PM10,Warsaw,1,50,31.6,23.7617
PM10,Warsaw,1,50,37.5,31.2725
PM10,Warsaw,1,50,38.3,35.4251
PM10,Warsaw,1,50,47.6,33.5672
PM10,Warsaw,1,50,15.9,29.3834
PM10,Warsaw,1,50,22.2,19.0182
PM10,Warsaw,1,50,34.2,22.2477
PM10,Warsaw,1,50,53.7,30.3397
PM10,Warsaw,1,50,39.7,32.3065
PM10,Warsaw,1,50,35.6,19.9577
PM10,Warsaw,1,50,10.4,25.6857
PM10,Warsaw,1,50,20.7,24.5071
PM10,Warsaw,1,50,42.2,22.6066
PM10,Warsaw,1,50,16.1,34.5092
PM10,Warsaw,1,50,21.8,20.9065
PM10,Warsaw,1,50,8.1,21.6481
PM10,Warsaw,1,50,20.5,17.2548
PM10,Warsaw,1,50,37.7,17.3212
PM10,Warsaw,1,50,52.8,26.3174
PM10,Warsaw,1,50,42.1,34.055
PM10,Warsaw,1,50,48.1,28.7449
PM10,Warsaw,1,50,44.8,33.9802
PM10,Warsaw,1,50,32.1,18.4769
PM10,Warsaw,1,50,30,26.511
PM10,Warsaw,1,50,22,21.1272
PM10,Warsaw,1,50,29.4,20.0517
PM10,Warsaw,1,50,18.2,21.7371
PM10,Warsaw,1,50,24.1,17.8919
PM10,Warsaw,1,50,39.9,22.3931
PM10,Warsaw,1,50,21,20.6715
PM10,Warsaw,1,50,22.1,20.7128
PM10,Warsaw,1,50,22.4,22.3931
PM10,Warsaw,1,50,8.1,20.0035
PM10,Warsaw,1,50,6.9,15.843
PM10,Warsaw,1,50,14.1,26.131
PM10,Warsaw,1,50,10.9,17.661
PM10,Warsaw,1,50,14.7,20.5752
PM10,Warsaw,1,50,16.5,17.5065
PM10,Warsaw,1,50,13.2,17.2267
PM10,Warsaw,1,50,17.8,18.636
PM10,Warsaw,1,50,15.3,19.4513
PM10,Warsaw,1,50,21.5,24.735
PM10,Warsaw,1,50,30.6,41.434
PM10,Warsaw,1,50,12.2,27.554
PM10,Warsaw,1,50,23.6,27.874
PM10,Warsaw,1,50,18.2,25.069
PM10,Warsaw,1,50,19.9,25.438
PM10,Warsaw,1,50,20.7,22.7766
PM10,Warsaw,1,50,10.5,23.2497
PM10,Warsaw,1,50,78.4,54.73
PM10,Warsaw,1,50,40.7,73.9763
PM10,Warsaw,1,50,23,24.627
PM10,Warsaw,1,50,9.6,16.7367
PM10,Warsaw,1,50,39.6,21.4813
PM10,Warsaw,1,50,61,30.2545
PM10,Warsaw,1,50,29.5,21.5204
PM10,Warsaw,1,50,41.1,19.2198
PM10,Warsaw,1,50,39.5,42.7411
PM10,Warsaw,1,50,34.4,35.5494
PM10,Warsaw,1,50,9.3,19.453
PM10,Warsaw,1,50,39.3,19.5541
PM10,Warsaw,1,50,17.5,29.3987
PM10,Warsaw,1,50,37.3,21.9665
PM10,Warsaw,1,50,49.3367,41.8726
PM10,Warsaw,1,50,48.3567,39.2159
PM10,Warsaw,1,50,47.8667,35.731
PM10,Warsaw,1,50,47.7033,40.4185
PM10,Warsaw,1,50,46.56,38.6164
PM10,Warsaw,1,50,45.7433,35.2827
PM10,Warsaw,1,50,45.2533,35.4893
PM10,Warsaw,1,50,45.09,37.5726
PM10,Warsaw,1,50,44.6,28.3633
PM10,Warsaw,1,50,43.2933,36.5527
PM10,Warsaw,1,50,42.8033,35.4775
PM10,Warsaw,1,50,42.64,33.8628
PM10,Warsaw,1,50,42.3133,34.1978
PM10,Warsaw,1,50,41.8233,24.8527
PM10,Warsaw,1,50,21.9,27.0735
PM10,Warsaw,1,50,18.5,23.2397
PM10,Warsaw,1,50,28,25.4599
PM10,Warsaw,1,50,24.7,26.8816
PM10,Warsaw,1,50,18.7,28.5381
PM10,Warsaw,1,50,34,23.6269
PM10,Warsaw,1,50,30.7,30.6202
PM10,Warsaw,1,50,25.6,24.6764
PM10,Warsaw,1,50,14,23.1876
PM10,Warsaw,1,50,19.7,23.2125
PM10,Warsaw,1,50,18.2,23.1147
PM10,Warsaw,1,50,20.6,27.0522
PM10,Warsaw,1,50,24.2,29.3028
PM10,Warsaw,1,50,17.1,23.3778
PM10,Warsaw,1,50,17.4,24.4179
PM10,Warsaw,1,50,23.5,24.7186
PM10,Warsaw,1,50,16.4,23.3266
PM10,Warsaw,1,50,15.9,24.9519
PM10,Warsaw,1,50,25.9,29.2854
PM10,Warsaw,1,50,25.2,30.0373
PM10,Warsaw,1,50,18,25.0899
PM10,Warsaw,1,50,28.4,24.906
PM10,Warsaw,1,50,26.2,24.2132
PM10,Warsaw,1,50,26.1,23.9163
PM10,Warsaw,1,50,31.7,23.6492
PM10,Warsaw,1,50,24.9,23.9718
PM10,Warsaw,1,50,28,23.3824
PM10,Warsaw,1,50,21.4,30.343
PM10,Warsaw,1,50,11.7,23.2978
PM10,Warsaw,1,50,12.6,20.2456
PM10,Warsaw,1,50,14.4,29.2387
PM10,Warsaw,1,50,13.7,29.0417
PM10,Warsaw,1,50,8,28.1722
PM10,Warsaw,1,50,8.2,27.6352
PM10,Warsaw,1,50,14.5,27.9019
PM10,Warsaw,1,50,38.8,18.7979
PM10,Warsaw,1,50,49.3,28.866
PM10,Warsaw,1,50,18.8,26.1313
PM10,Warsaw,1,50,43.5,18.8751
PM10,Warsaw,1,50,56.1,25.6567
PM10,Warsaw,1,50,58,47.9195
PM10,Warsaw,1,50,47.5,28.9428
PM10,Warsaw,1,50,47.8,41.3348
PM10,Warsaw,1,50,47.8,37.8879
PM10,Warsaw,1,50,24.3,23.1273
PM10,Warsaw,1,50,33.4,25.816
PM10,Warsaw,1,50,31.9,31.832
PM10,Warsaw,1,50,60.5,39.0115
PM10,Warsaw,1,50,21.2,24.6678
PM10,Warsaw,1,50,36.7,25.089
PM10,Warsaw,1,50,26.5,24.748
PM10,Warsaw,1,50,14.2,19.4517
PM10,Warsaw,1,50,25.2,19.5411
PM10,Warsaw,1,50,39.4,25.3834
PM10,Warsaw,1,50,19.8,24.8403
PM10,Warsaw,1,50,24.5,27.423
PM10,Warsaw,1,50,69.2,38.6292
PM10,Warsaw,1,50,45.1,37.8435
PM10,Warsaw,1,50,63.6,36.1496
PM10,Warsaw,1,50,46.2,36.3472
PM10,Warsaw,1,50,54.6,47.967
PM10,Warsaw,1,50,19.6,42.6254
PM10,Warsaw,1,50,34.6,46.5614
PM10,Warsaw,1,50,31.2,24.2953
PM10,Warsaw,1,50,33.1,25.0733
PM10,Warsaw,1,50,8.2,16.9123
PM10,Warsaw,1,50,32.8,23.5617
PM10,Warsaw,1,50,13.9,23.3727
PM10,Warsaw,1,50,22.8,18.9178
PM10,Warsaw,1,50,29.1,31.4945
PM10,Warsaw,1,50,30.2,22.6066
PM10,Warsaw,1,50,18.8,19.413
PM10,Warsaw,1,50,9,18.2296
PM10,Warsaw,1,50,17.4,16.5271
PM10,Warsaw,1,50,25,24.5208
PM10,Warsaw,1,50,20.8,23.0682
PM10,Warsaw,1,50,19.4,24.7793
PM10,Warsaw,1,50,14.6,22.0053
PM10,Warsaw,1,50,23.4,24.5684
PM10,Warsaw,1,50,14,24.8676
PM10,Warsaw,1,50,34.4,23.6851
PM10,Warsaw,1,50,34.2,27.9807
PM10,Warsaw,1,50,35,31.6165
PM10,Warsaw,1,50,15.1,25.9181
PM10,Warsaw,1,50,31.3,18.1669
PM10,Warsaw,1,50,13.8,18.9106
PM10,Warsaw,1,50,26.2,17.5096
PM10,Warsaw,1,50,45.5,29.2323
PM10,Warsaw,1,50,49.6,39.6436
PM10,Warsaw,1,50,24.9,38.2669
PM10,Warsaw,1,50,16.1,21.8691
PM10,Warsaw,1,50,18,28.9222
PM10,Warsaw,1,50,25.1,28.9643
PM10,Warsaw,1,50,22.5,22.3911
PM10,Warsaw,1,50,9,26.7219
PM10,Warsaw,1,50,9.2,19.2316
PM10,Warsaw,1,50,11.5,24.634
PM10,Warsaw,1,50,19.4,26.5815
PM10,Warsaw,1,50,21.1,28.5892
PM10,Warsaw,1,50,17.7,23.291
PM10,Warsaw,1,50,16.7,23.1983
PM10,Warsaw,1,50,20.6,24.6284
PM10,Warsaw,1,50,30.4,23.6103
PM10,Warsaw,1,50,38.8,24.1023
PM10,Warsaw,1,50,27.9,27.6648
PM10,Warsaw,1,50,21,23.2272
PM10,Warsaw,1,50,35.8,24.0537
PM10,Warsaw,1,50,23.6,25.4366
PM10,Warsaw,1,50,28.6,23.1709
PM10,Warsaw,1,50,19.5,22.8967
PM10,Warsaw,1,50,25.8,22.9532
PM10,Warsaw,1,50,22.4,23.6762
PM10,Warsaw,1,50,23.6,23.0732
PM10,Warsaw,1,50,19.6,23.1822
PM10,Warsaw,1,50,17.9,24.153
PM10,Warsaw,1,50,19.9,22.7226
PM10,Warsaw,1,50,17.6,22.605
PM10,Warsaw,1,50,18.9,28.2273
PM10,Warsaw,1,50,26,23.2064
PM10,Warsaw,1,50,18.4,27.7807
PM10,Warsaw,1,50,19.2,23.023
PM10,Warsaw,1,50,29.3,23.6605
PM10,Warsaw,1,50,14.6,23.8124
PM10,Warsaw,1,50,25.6,23.6985
PM10,Warsaw,1,50,30.1,23.7096
PM10,Warsaw,1,50,27.3,23.8124
PM10,Warsaw,1,50,34.2,23.5973
PM10,Warsaw,1,50,16.3,23.2174
PM10,Warsaw,1,50,16.14,29.1341
PM10,Warsaw,1,50,16.06,28.8959
PM10,Warsaw,1,50,15.9,23.2555
PM10,Warsaw,1,50,15.66,23.0284
PM10,Warsaw,1,50,29.4,29.3512
PM10,Warsaw,1,50,46.8,24.3622
PM10,Warsaw,1,50,17.4,18.0845
PM10,Warsaw,1,50,36.7,24.02
PM10,Warsaw,1,50,31,24.698
PM10,Warsaw,1,50,52.3,24.392
PM10,Warsaw,1,50,32.4,25.0695
PM10,Warsaw,1,50,48.2,23.6256
PM10,Warsaw,1,50,78.5,40.1078
PM10,Warsaw,1,50,27.6,20.1408
PM10,Warsaw,1,50,43.4,29.9917
PM10,Warsaw,1,50,39.5,41.039
PM10,Warsaw,1,50,40.2,30.9714
PM10,Warsaw,1,50,35,22.6097
PM10,Warsaw,1,50,13.9,24.8124
PM10,Warsaw,1,50,82.2,49.7236
PM10,Warsaw,1,50,15,17.5211
PM10,Warsaw,1,50,9.3,22.3972
PM10,Warsaw,1,50,16.1,19.316
PM10,Warsaw,1,50,10.7,25.9007
PM10,Warsaw,1,50,26.1,19.7111
PM10,Warsaw,1,50,27.1,23.0362
PM10,Warsaw,1,50,21.5,16.7466
PM10,Warsaw,1,50,22.2,19.3292
PM10,Warsaw,1,50,28.3,31.2585
PM10,Warsaw,1,50,48.5,20.5575
PM10,Warsaw,1,50,52,31.575
PM10,Warsaw,1,50,21.1,25.1904
PM10,Warsaw,1,50,16.8,19.076
PM10,Warsaw,1,50,14.8,24.202
PM10,Warsaw,1,50,120.5,100.389
