Pollutant,Site,Hour,NIsize,simTr,N,RMSE,MAE,MAPE,IA
PM10,Warsaw,1,50,0.030000,1,19.0098,12.7954,39.6952,0.664695
PM10,Warsaw,1,50,0.030000,5,15.7132,11.1244,42.6035,0.742248
PM10,Warsaw,1,50,0.030000,25,14.5459,	9.83359,35.0871,0.801982
PM10,Warsaw,1,50,0.030000,50,13.8589,9.8155,36.5553,0.802219
