Pollutant,Site,Hour,NIsize,simTr,N,RMSE,MAE,MAPE,IA
PM10,Warsaw,1,65,0.014000,50,11.2617,7.99232,33.0388,0.776194
PM10,Warsaw,1,65,0.015000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.015000,50,11.1806,7.94367,33.0247,0.781305
PM10,Warsaw,1,65,0.016000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.016000,50,11.1323,7.86095,32.4662,0.78193
PM10,Warsaw,1,65,0.017000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.017000,50,11.1983,7.96051,32.8705,0.778643
PM10,Warsaw,1,65,0.018000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.018000,50,11.2361,7.89553,32.6433,0.773989
PM10,Warsaw,1,65,0.019000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.019000,50,11.2023,7.94625,32.683,0.780767
PM10,Warsaw,1,65,0.020000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.020000,50,11.2278,7.96904,33.0614,0.778955
PM10,Warsaw,1,65,0.021000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.021000,50,11.1139,7.85175,32.6267,0.78354
PM10,Warsaw,1,65,0.022000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.022000,50,11.1309,7.89894,32.7571,0.782669
PM10,Warsaw,1,65,0.023000,1,12.9837,9.27533,36.8439,0.739056
PM10,Warsaw,1,65,0.023000,50,11.2457,8.01515,33.1077,0.779231
PM10,Warsaw,1,65,0.024000,1,13.0306,9.3582,37.246,0.737292
PM10,Warsaw,1,65,0.024000,50,11.2841,8.04112,33.3081,0.774613
PM10,Warsaw,1,65,0.025000,1,13.0966,9.43964,37.8549,0.734193
PM10,Warsaw,1,65,0.025000,50,11.1601,7.90379,32.6995,0.782385
PM10,Warsaw,1,65,0.025000,1,13.0966,9.43964,37.8549,0.734193
PM10,Warsaw,1,65,0.025000,50,11.216,7.95282,32.8109,0.780367
